genre	filename	sentence1	sentence2	score
main-captions	images	Den svarta fågeln sitter på marken.	En svartfågel som sitter på marken.	5.0
main-captions	images	Den svarta och vita tjuren tittar på kameran.	En svartvit hund som ser kameran.	2.0
main-captions	images	En ung flicka som rider på en vit och grå häst.	En ung blond flicka i ridutrustning sitter ovanpå en grå och vit häst.	3.8
main-captions	images	Ett svartvita får går bredvid ett vitt får.	Liten svartvit kalv med en etikett på örat.	0.8
main-captions	images	Ett vardagsrum med ett matbord i bakgrunden.	En pojke som gör en wheelie på en planka med stranden i bakgrunden.	0.0
main-captions	images	Matbordet får lite eftermiddagsol.	Matsal med matbord i trä med lekekamrater.	2.2
main-captions	images	En röd moped parkerad på en trottoar framför graffiti.	Den röda skoter sitter på gatan framför byggnaden.	3.6
main-captions	images	Måsen flyter på vattnet.	En liten fågel som svävar i vattnet.	3.6
main-captions	images	En svart hund står bredvid material på en byggarbetsplats.	En asiatisk barnflicka sitter bredvid en kruka med blommor på en marmorstolpe.	0.0
main-captions	images	En kvinna som poserar framme av en hyreshus i snön.	En kvinna står framför en byggnad i snön.	4.4
main-captions	images	Fem kor betar bredvid vägen.	Flera får betar i fältet.	1.0
main-captions	images	Två bergsgetar som betar framför en alpin sjö.	Två djur som betar bredvid ett berg och en vattenkropp.	3.2
main-captions	images	Svartvita kor bakom ett staket.	Två svarta och vita kor bakom en metallport mot en delvis molnig blå himmel.	3.2
main-captions	images	Ett passagerartåg som väntar i en station.	Ett passagerartåg som väntar på stadstågstationen.	4.0
main-captions	images	Ett vitt djur springer till och med snö täckt trä.	En vit hund springer till och med ett snö täckt trä.	3.4
main-captions	images	En man som sitter på gräset och ser mot himlen.	Tåget cyklar på spåren i snön.	0.0
main-captions	images	En svart platt-TV placerad på golvet.	En platt-TV på golvet.	4.0
main-captions	images	En silvercykel parkeras i ett vardagsrum.	En cykel i en matsal.	2.4
main-captions	images	Svart tåg på tågspår.	Ett tåg på tågspåren.	4.1
main-captions	images	Svart tåg på tågspår.	Ett tåg på tågspåren.	4.1
main-captions	images	En orange tabby katt som sover på soffan.	Man som bär en haklappssammanträde på en grön soffa.	0.0
main-captions	images	Den skalliga örnen ligger på ett rep.	Två skalliga örnar uppflugen på en gren.	2.6
main-captions	images	Ett par som poserar för en bild på en soffa.	Ungt par som sitter på soffan.	4.0
main-captions	images	Mänen spelar gitarr och dricker.	Det finns en ung pojke med en röd och blå jacka som matar ett får.	0.0
main-captions	images	Två katter som sitter tillsammans på soffan och ser ut genom fönstret.	Två katter tittar på ett fönster.	3.8
main-captions	images	Röd dubbel däckbuss.	Röd dubbeldäcksbuss med huva upp.	3.75
main-captions	images	En närbild av ett djur med ett långt ansikte som står på gräs nära ett träd.	En närbild av en kvinna med svarta stövlar bredvid en blå motorcykel.	0.0
main-captions	images	En brun och vit hund sitter på en blommönster.	En liten orange och vit hund med en krage och en klocka kopplar av på en kudde med blommatryck.	1.8
main-captions	images	En grupp människor som sitter vid ett restaurangbord.	En grupp människor som sitter runt ett bord med mat på det.	4.2
main-captions	images	Två får till en klippa som ser kameran.	Två får står och ser på kameran och vänder motsatta riktningar.	2.0
main-captions	images	Ett svartvitt foto av en tom järnvägsstation.	ett svartvitt foto av en liggande katt.	1.6
main-captions	images	En rad lokomotiv på sidospår i ett fält.	En mörkbrun häst som står i ett fält.	1.2
main-captions	images	En vit Apple-dator sitter på den beige mattan i ett sovrum.	En Apple-dator som sitter på golvet.	3.6
main-captions	images	en hund som tappar under ett litet bord.	En hund som sover under ett bord.	4.6
main-captions	images	En båt med fyra seglar seglar på vatten.	Segelbåt som seglar på vattnet.	3.6
main-captions	images	Röd sportbil tävlar längs banan.	En röd sportbil som kör snabbt på ett spår.	4.6
main-captions	images	Svart fågel som sitter på en betongplatta.	Liten hund som sitter bredvid den vita väggen.	0.8
main-captions	images	En Victory Liner-buss är vit med röda och guldränder.	En vit turnébuss med röda, orange och gula ränder.	3.2
main-captions	images	Röd dubbel däckbuss på sidan av gatan.	En röd dubbel däckbuss på en stadsgata.	4.4
main-captions	images	En grupp flodpråmar med träd i bakgrunden.	En ung flicka som bär en cykelhjälm med en cykel i bakgrunden.	0.4
main-captions	images	Måsen flyter på vattnet.	Stort kryssningsfartyg som svävar på vattnet.	1.2
main-captions	images	En motorcykel parkerade bredvid en bil.	En BMW-motorcykel parkerade mellan två bilar.	3.0
main-captions	images	Grå katt som tittar ut genom fönstret.	En katt som ser ut genom ett fönster.	4.0
main-captions	images	ett svartvitt foto av en ko under ett träd.	Ett svartvitt foto av en ko som går under ett träd i ett fält.	4.2
main-captions	images	En krukväxt i solljus från ett fönster.	En krukväxt med bara ett fåtal groddar.	2.8
main-captions	images	Fyra personer roddar en båt nära stranden.	fyra personer är på en båt på grönt vatten.	2.8
main-captions	images	En flicka i en röd skjorta rider på en brun häst.	En solbrun och vit hund som lägger sig i sängen med en gul täcke.	0.0
main-captions	images	Det finns ett litet skrivbord och stol framför tvättstugan.	Ett rum med solbränna väggar och en tvättmaskin och torktumlare.	1.4
main-captions	images	Ett Amtrak passagerartåg som väntar på en station.	Ett passagerartåg som väntar i en station.	4.0
main-captions	images	En stor jet på marken på flygplatsen.	En passagerarjet flyger genom luften.	1.8
main-captions	images	En ung flicka som bär en hjälm som rider en ponny.	En flicka som bär en röd blus som rider på en brun häst.	2.0
main-captions	images	Folk som sitter på verandan.	Människor som sitter på acouch.	1.4
main-captions	images	Två hästar som står i en penna.	En grupp hästar som betar i ett fält.	1.6
main-captions	images	Det röda tåget och det gula tåget på spåren.	Två tåg reser på banan.	3.4
main-captions	images	Två personer som sitter vid ett bord på en restaurang.	En grupp människor som sitter runt ett bord på en veranda.	1.0
main-captions	images	Ett lamm står nära två små djur.	Ett får som står nära hennes barn.	1.4
main-captions	images	En person som rider på en smutscykel utomhus.	En person som hoppar en motorcykel i luften.	2.2
main-captions	images	Solbrun ko med öronmärken på ett gräs- fält.	Många får som står på en grön kulle.	0.2
main-captions	images	Segelbåt som seglar på vattnet.	Segelbåt som svävar på det blå vattnet.	4.2
main-captions	images	en kvinna med en viking hatt på.	Le kvinnasammanträde som bär en viking hatt.	4.2
main-captions	images	Parkerad vit dubbel däckbuss.	En röd och vit dubbeldäcksbuss parkeras.	4.2
main-captions	images	Ett fält av svarta får.	Ett svarta får.	2.8
main-captions	images	Två fåglar ligger på ett metallband.	Två små fåglar ligger på en metallstång.	4.0
main-captions	images	Tabell med blått bordduk i kök.	Träskåp i kök.	1.6
main-captions	images	En ung kvinna med ett armband bär en bikinitopp och jeans.	En kvinna som bär en bikinitopp och jeans.	4.0
main-captions	images	En brun häst som betar i ett fält av grönt gräs.	Brun häst som står i mitt av det gräs- fältet.	4.0
main-captions	images	En gryta med vätska är i mitten av en tennfolie täckt platta.	En kruka med mat placeras i mitten av en röd duk.	1.4
main-captions	images	En svartvit ko som står i ett gräs- fält.	En blå jay som står i ett gräs- fält.	0.6
main-captions	images	Ett gult och blått flygplan flyger i himlen.	Det vita flygplanet flyger i den blå himlen.	3.2
main-captions	images	Kvinnor som sitter i en stol på julinnehavsmink.	Ett tåg som sitter på spåren i en tåggård.	0.0
main-captions	images	Fyra asiatiska ungdomar som sitter i ett hus eller i vardagsrummet.	En flicka som sitter i en levande stol.	0.8
main-captions	images	Tåg går nerför spåren.	Tågflygning på spår.	4.6
main-captions	images	En ung kvinna klädd i svart.	Två unga ungar klädde sig ner på stolar.	0.2
main-captions	images	Grupp människor som sitter vid bordet med drinkar.	fyra personer som sitter vid ett bord.	3.0
main-captions	images	Ett plan som flyger på avstånd.	En kvinna med en vit häst.	0.0
main-captions	images	En grupp flodpråmar med träd i bakgrunden.	En grupp kor i ett fält med gula taggar i öronen.	0.2
main-captions	images	Ett vardagsrum med ett matbord i bakgrunden.	Ett vardagsrum med stora soffor och ett matbord i bakgrunden.	3.6
main-captions	images	Gul randig katt som vilar på den blåa soffan.	En orange tabby katt som sover på soffan.	4.0
main-captions	images	Ett passagerartåg som kommer in i en station.	En stor fågel flyger genom luften.	0.0
main-captions	images	Två personer som paddlar i en röd kanot med träd i bakgrunden.	Två personer som paddar i en gul kanot ner en flod med träd i bakgrunden.	3.4
main-captions	images	Ett svart tåg rör sig nerför spåren.	Svart tåg tomgång på spåren.	2.2
main-captions	images	En vit jeep parkerad framför en butik.	En vit jeep parkerad på en gata.	3.5
main-captions	images	Två kvinnor som står framför turnébussen.	Två män som pratar framför ett plan.	0.4
main-captions	images	En man rider på en stor svart motorcykel.	Ett barn sitter i en stor svart läderstol.	0.0
main-captions	images	En cykel parkeras utanför en bokhandel.	Människor står utanför en bokhandel.	0.8
main-captions	images	Nivå i mid-flight vid solnedgången.	Ett plan som flyger nära solnedgången.	3.8
main-captions	images	Två röda bussar parkerade upp med trädgårdar framför dem.	Röda bussar parkeras av en stor vit byggnad bredvid en formell trädgård.	3.4
main-captions	images	En gul papegoja klamrar fast vid sidan av buren.	En gul och orange fågel håller fast vid sidan av en bur.	3.4
main-captions	images	Par som seglar i en liten segelbåt.	Två män som seglar i en liten segelbåt.	3.0
main-captions	images	En silver- och blå motorcykel som sitter bredvid en bil.	En motorcykel parkerade bredvid en bil.	3.6
main-captions	images	Röd dubbel däckbuss.	En röd buss med dubbeldäckare.	5.0
main-captions	images	Fot som står på en nätt dag med stor byggnad i bakgrund.	Två poliser som står bak en skåpbil med en buss i bakgrunden.	0.4
main-captions	images	En liten vit hund tuggar på en kvist medan han ligger på ett trädäck.	Den vita hunden lägger sig på trägolvet under bordet.	1.6
main-captions	images	Man som står framför silvertåget.	Man som står framför en silverstångbil.	4.4
main-captions	images	En närbild av ett får med tungan som hänger ut.	Närbild av ett får med dess tunga som hänger ut.	5.0
main-captions	images	En svartvit hornig ko som står i ett fält.	en svartvit ko som står i fältet.	4.2
main-captions	images	En man som rider på en vit häst i en arena.	En man som rider på en vit häst.	4.0
main-captions	images	Ett tåg som sitter på spåren nära ett fält.	Ett tåg som kör nerför spåren.	2.2
main-captions	images	Ett kvinnor och ett litet barn som sitter vid ett matbord som ler mot kameran.	En liten katt som lägger sig på en trästråle som ser upp på kameran.	0.4
main-captions	images	En buddha staty sitter på ett bord med en träbordslöpare.	En fågel som står överst av en trästaket.	0.4
main-captions	images	Två röda bussar som kör framför en trädgård.	Träna drar in i en station.	0.0
main-captions	images	Kor som betar i ett snö täckt fält.	Fem kor som betar i ett snötäckt fält.	3.8
main-captions	images	En man som rider på en vit häst.	En kvinna som rider en brun häst.	1.8
main-captions	images	Man med blå skjorta som står framför en fontän.	En man i en blå skjorta och solbrända byxor står framför en staty av en man, som ligger i en kullerstensbelagd plaza.	3.2
main-captions	images	En flicka i ridutrustning sitter ovanpå en brun häst.	En flicka i en röd skjorta rider på en brun häst.	4.0
main-captions	images	En klar plaststol framför en bokhylla.	en klar plaststol framför bokhyllorna.	4.2
main-captions	images	En hund bär en grå jacka.	En hund som lägger i en husdjurjacka.	3.0
main-captions	images	Ett får står på en sluttning.	Ett stort får som står på en kulle.	4.0
main-captions	images	En svartvit ko som står i ett gräs- fält.	en svartvit ko som står i fältet.	3.8
main-captions	images	En kvinna i svart bikinitopp och jeans.	En kvinna i en svart hatt står vid tunnelbanan.	1.0
main-captions	images	En flicka som rider en brun häst.	Jockeyen bär lila och rider på en brun häst.	2.2
main-captions	images	Man som står framför den gula korvetten.	En man står bredvid en gul sportbil.	3.2
main-captions	images	En man som sitter på gräset och ser mot himlen.	Mannen står på trottoaren framför hästen.	0.0
main-captions	images	En man poserar framför en stor fontän med en staty överst.	Man med blå skjorta som står framför en fontän.	2.8
main-captions	images	En vit katt som står på en matta.	Ett får som står i en skog.	0.4
main-captions	images	En platt-TV på golvet.	En platt-TV sitter på golvet.	5.0
main-captions	images	Två bruna hästar som står i gräs- fält.	Två män som seglar i en liten segelbåt.	0.0
main-captions	images	Två får står i en dörröppning.	Två ramar står på snöig mark.	1.4
main-captions	images	Rum med flera datorskärmar.	Ett rum med fyra datorskärmar i rad.	4.0
main-captions	images	En linje utanför en bokhandel på en gata.	Den gula motorcykeln parkeras på gatan.	0.4
main-captions	images	En passagerarjet sitter på en landningsbana.	En stor passagerarstråle som flyger nära marken.	1.8
main-captions	images	Gammalt grönt flasksammanträde på en tabell.	Tre män i kostymer som sitter vid ett bord.	0.4
main-captions	images	Två vita hästar som stirrar över ett staket.	Två hästar som står i en penna.	3.0
main-captions	images	De svarta och vita korna pausar framför porten.	Det vita flygplanet flyger i himlen.	0.0
main-captions	images	En svartvit ko som står i ett gräs- fält.	En svartvit hornig ko som står i ett fält.	4.0
main-captions	images	ett svartvitt foto av en liggande katt.	En svartvit bild av en katt som lägger på en matta.	4.2
main-captions	images	En man och en kvinna står och ler efter kameran.	En man och kvinna poserar för kameran.	4.2
main-captions	images	En orange och vit katt som sover på en läderstol.	En ingefära katt som sitter på en kontorsstol.	3.0
main-captions	images	En vit katt som står på en matta.	En ganska vit randig katt med huvudet hängande från bordet.	1.6
main-captions	images	Grå och vit inhemsk kattunge som ligger ner på ett skrivbord.	En man och hans cykel som lägger sig på det gröna gräset.	0.2
main-captions	images	En kvinna som poserar framme av en hyreshus i snön.	Vit buss som parkeras i gräs framför byggnaden.	0.0
main-captions	images	En ung kvinna med ett armband bär en bikinitopp och jeans.	En kvinna som bär jeans, en mörk bikinitopp och ett armband.	4.6
main-captions	images	Ett bord och stolar finns i ett rum med en bild på väggen och en takfläkt.	En skolbuss som kör ner en väg med gröna träd och gräs i bakgrunden.	0.0
main-captions	images	En man sitter korsade ben på en säng och tittar på en liten TV.	En man sitter på en säng mycket nära en liten tv.	3.4
main-captions	images	Strålkastarna på en blå bil.	Närbild på strålkastarna på en blå bil.	4.2
main-captions	images	Ett passagerartåg som kommer in i en station.	Ett persontåg sitter i stationen.	2.4
main-captions	images	Ett flygplan vänd mot kameran.	En ensam ko sitter i kylan på gården.	0.0
main-captions	images	En kvinna som rider en brun häst.	En person klädd i vit på en brun häst.	3.2
main-captions	images	en jockey som rider på en häst.	En jockey som rider en häst i en penna.	3.8
main-captions	images	De två hundarna smälter in i sakerna.	Två hundar sitter på en soffa med många fyllda djur.	3.4
main-captions	images	Ett tåg körs på spåren.	Ett tåg kör längs banan i ett lantligt område.	4.0
main-captions	images	Någon som står på ett snöig berg och tittar på ett plan.	En man står på ett berg och tittar på ett plan.	4.4
main-captions	images	En fågel vifter med vingarna i vattnet.	En stor svart fågel sitter i vattnet.	3.2
main-captions	images	En kryssningsfartyg dockade vid en hamn.	Ett kryssningsfartyg dockade vid en kust.	3.2
main-captions	images	En röd dubbeldäckbuss på en fullsatt gata.	En vit buss delvis i snön på en offentlig gata.	2.0
main-captions	images	En kvinna husdjur en hund i ett inhägnad område.	En kvinna husdjur en hund i en gated gård.	4.8
main-captions	images	En svartvit katt som spelar med en filt.	En svartvit katt kommer in i en korg av garn.	2.2
main-captions	images	En man på en mountainbike som går nerför en lutning.	Det här är en man som rider på en mountainbike över klipporna på en klar dag.	3.2
main-captions	images	En katt ligger på en kontorsstol.	En ingefära katt som sitter på en kontorsstol.	3.8
main-captions	images	En grupp hästar som betar i ett fält.	En brun häst som betar i ett fält av grönt gräs.	2.6
main-captions	images	En grupp människor som dricker.	En rad lokomotiv på sidospår i ett fält.	0.0
main-captions	images	Två hundar i en inhägnad kennel ser framåt.	Två kvinnor poserar i en matsal med en baby.	0.0
main-captions	images	Tre får på en grusväg beskådad från ett personbil.	Tre får i mitten av grusvägen.	3.4
main-captions	images	Ett gult och blått flygplan flyger i himlen.	Nio röda och vita flygplan som flyger i släpande rökformation.	1.0
main-captions	images	Tåget sitter vid tågstationen.	Det blå tåget är vid stationen.	4.0
main-captions	images	Ett tåg som sitter på spåren nära ett fält.	En baby sitter i gräset.	0.0
main-captions	images	Röd dubbeldäcksbuss tar passagerare.	En röd dubbeldäcksbuss hämtar fler passagerare i en stad.	4.4
main-captions	images	Två killar sitter på en soffa och håller öl med en tjej som ligger på deras varv.	Två kvinnor tittar på gatan med sina cyklar för att se när de kanske korsar.	0.0
main-captions	images	Två kvinnor i köket som ser ett objekt.	Två kvinnor i kök med en som tar en bild.	2.8
main-captions	images	En rashäst som galopperar utan en ryttare.	En häst som galopperar när han bär nummer 4.	2.8
main-captions	images	En ångmotor och tåg som rör sig mot kameran.	En stor rovfågel som flyger mot kameran.	0.8
main-captions	images	Ett svartvitt foto av en glasflaska Coca Cola.	Detta är en svartvit bild av en kort squat Coca-cola-flaska.	4.2
main-captions	images	En liten fågel som ligger på en isig filial.	En gul fågel uppflugen på en filial.	3.2
main-captions	images	Pojke med exponeringsglas som skriver på en dator.	En pojke som ser en datorskärm.	3.2
main-captions	images	En röd lastbil snurrar sina däck medan en svart lämnar ramen.	Röd lastbil som snurrar däck och avger rök bakifrån.	3.2
main-captions	images	Ett vardagsrum med bord, stol och soffa tillsammans med en stor handflata.	Ett vardagsrum med en blå soffa, lägresäng, träbänk och byrå.	2.4
main-captions	images	En le kvinna som rymmer en liten baby.	en kvinna som sitter på en soffa som håller en baby.	3.4
main-captions	images	En Esso bensinstation med träd i bakgrunden.	Två poliser som står bak en skåpbil med en buss i bakgrunden.	0.0
main-captions	images	Fyra blå och gula plan som flyger över fyra båtar.	Fyra blå och gula plan under flygning.	4.2
main-captions	images	En häst som står nära en port med en annan häst i bakgrunden.	En grupp flodpråmar med träd i bakgrunden.	0.0
main-captions	images	Tre flaskor ligger på ett bord.	Gammalt grönt flasksammanträde på en tabell.	2.4
main-captions	images	En ångmotor kommer ner på ett tågspår nära träd.	Ett tåg är på en tågstation.	1.4
main-captions	images	Ett tåg är på en tågstation.	Ett tåg parkerat vid en järnvägsstation.	4.2
main-captions	images	en kvinna som sitter på en soffa som håller en baby.	Fågel som sitter på en inloggning i en sjö.	0.4
main-captions	images	Två fåglar som flyger mot vattenmataren.	Två fåglar som flyger nära fågelmatare.	3.6
main-captions	images	Två kor som står i ett stort fält.	Häst som står i ett fält.	1.6
main-captions	images	En grupp får som betar på en kulle.	En grupp får är på en kulle.	4.0
main-captions	images	En man står framför ett tåg.	En man står framför en upphöjd staty ,.	2.0
main-captions	images	Två kvinnor poserar för kameran och ger tummen upp.	Två le unga kvinnor som ger tummen upp tecknet.	4.4
main-captions	images	En kvinna håller en liten bebis när man sitter på en soffa.	en kvinna som sitter på en soffa som håller en baby.	4.8
main-captions	images	En röd United-buss med dubbeldäckare på en stadsgata.	En dubbel däckröd buss som kör ner på vägen.	4.0
main-captions	images	Två kvinnor som sitter på den bruna soffan.	Två kvinnor som står utanför en buss.	1.0
main-captions	images	En grå katt med gröna ögon som tittar in i kameran.	En grå, svart och vit katt som tittar på kameran.	3.2
main-captions	images	Fågeln sitter på grenen.	Fåren står under träden.	0.0
main-captions	images	Grupp människor som sitter vid bordet av restaurangen.	Två personer som sitter vid ett bord på en restaurang.	3.8
main-captions	images	En svartvit ko står på gräset mot en delvis molnig blå himmel.	Två svarta och vita kor bakom en metallport mot en delvis molnig blå himmel.	2.4
main-captions	images	En kille på en vit häst.	En man som rider på en vit häst i en arena.	3.2
main-captions	images	Två mjölkkor som dricker från ett damm.	Två kor dricker från ett damm.	4.6
main-captions	images	Det finns flera klippta får i en penna.	Tre vita får i en inneslutning.	2.4
main-captions	images	Den svarta hunden ligger i gräset.	En svart hund ligger på gräset.	5.0
main-captions	images	Två ungdomar sitter vid ett bord bredvid en skjutbar glasdörr, med en person som pekar på den andra.	Två personer sitter vända mot varandra vid ett bord som en pekar mot den andra.	4.2
main-captions	images	En man och en kvinna som rymmer händer som går längs stranden.	En man med skägg och skalle och en pojke går längs havets strand.	2.2
main-captions	images	Tio får som tittar på kameran.	En katt på baksidan som tittar på kameran.	1.2
main-captions	images	En svartvit hund som ser kameran.	En liten svartvit get i en penna som tittar upp på kameran.	1.4
main-captions	images	Ett svart bord med vit luddig stol.	En kvinna med sitt barn.	0.0
main-captions	images	Röd dubbeldäcksbuss tar passagerare.	En röd dubbeldäckbuss som kör ner en gata.	2.2
main-captions	images	Segelbåt som seglar på vattnet.	Segelbåt som seglar på en molnig dag.	3.4
main-captions	images	En blå fågel sätter sig på en handskad hand av en person.	En fågel ligger på en persons handskar.	4.2
main-captions	images	En flicka som rider på en brun och vit häst.	En flicka som rider en brun häst.	3.6
main-captions	images	Ett mestadels svart tåg på en bana.	En bil parkerad framför tågspår.	1.0
main-captions	images	En ung pojke som färgar med en röd och blå krita.	En ung blond flicka i ridutrustning sitter ovanpå en grå och vit häst.	0.0
main-captions	images	En grupp människor i ett vardagsrum.	En grupp på fyra personer som går förbi en gigantisk svamp.	0.8
main-captions	images	En gräsand och en tam vit and på gräset nära vatten.	Ett litet barn i en rosa klänning sitter på ett bord.	0.0
main-captions	images	Katten sitter mellan två cyklar framför en dörr.	Än häst som står i ett fält framför ett staket.	0.0
main-captions	images	En flicka med en röd påse som står på gatan.	En svart hund stirrar på ett får.	0.0
main-captions	images	En hästrytter rider på en vit häst.	En kvinna som leder en vit häst.	3.4
main-captions	images	Ett långt tåg är på tågspår.	Ett tåg på tågspåren.	4.2
main-captions	images	En svart och solbrun hund ser på ett svart får.	En svart hund som ser ett brunt får i en penna.	3.0
main-captions	images	Ett rum med flera datorer och bilder på väggen.	Ett hemmakontor med tre datorskärmar och annan utrustning på ett skrivbord.	2.8
main-captions	images	Ett svartvitt foto av en ko som går under ett träd i ett fält.	En svartvit hund som ser kameran.	1.0
main-captions	images	En silverfärgad AreoMexico Jet Liner som sitter på asfalten.	Ett aeromexico silverplan är på en bana.	4.2
main-captions	images	en man på en smutscykel som hoppar mycket högt.	En man på en motorcykel som hoppar med himlen bakom sig.	3.4
main-captions	images	Två personer som seglar en liten vit segelbåt.	Par som seglar i en liten segelbåt.	4.2
main-captions	images	Ett vitt flygplan parkeras på cementen.	En blå motorcykel parkeras på trottoaren.	0.8
main-captions	images	Tre kor som betar i ett fält.	Flera får betar i fältet.	0.8
main-captions	images	Mannen sitter vid ett rörigt bord och använder en bärbar dator.	En man sitter och tittar på en bärbar dator på ett rörigt bord.	4.8
main-captions	images	Ett matbord med ljus, vin och en tekanna.	Ett träbord är uppsatt med ljus, vin och en lila plastskål.	3.0
main-captions	images	Två personer som paddlar med en röd kanot återspeglas i det stille vattnet.	Två personer i en röd kanot på en klar sjö.	3.2
main-captions	images	En knapp klädd kvinna står bredvid en bil.	En knapp klädd kvinna som står bredvid ett litet rött fordon.	3.8
main-captions	images	Röd dubbeldäcksbuss tar passagerare.	Röd dubbeldäcksbuss med huva upp.	2.2
main-captions	images	En buddha staty som rymmer ett ljus sitter på ett bord.	En man som fiskar på en liten båt medan han är på en sjö.	0.0
main-captions	images	Tre personer som sitter vid matbordet och ler mot kameran.	Två äldre kvinnor sitter vid ett matbord med en man.	2.0
main-captions	images	Ett flerfärgat tåg på ett spår.	Ett mestadels svart tåg på en bana.	2.8
main-captions	images	En vit och röd buss som reser på gatan.	Den röda bussen är på gatan.	2.2
main-captions	images	Ett rött och blått plan som flyger med landningsväxlarna ner.	Ett jaktplan med andra världskriget med landningsutrustningen ner.	3.2
main-captions	images	Liten båt som går ner i en bäck.	en båt som rör sig i en flod.	3.0
main-captions	images	Fyra kvinnor och två män sitter vid ett långt bord i en restaurang.	En grupp människor sitter vid ett bord i en italiensk restaurang.	3.0
main-captions	images	Två getter som står i ett fält vid ett träd.	En stor båt som drar en liten vit båt.	0.0
main-captions	images	Ett svartvitt foto av ett vardagsrum med ett stort fönster, soffa och stol.	En svartvit scen i ett välinredda rum med utsikt över en skog.	3.0
main-captions	images	Närbild av en brun häst med en blå grimma.	En närbild av en häst som bär en blå grimma.	3.6
main-captions	images	En stor svart fågel sitter i vattnet.	Fåglarna simmar i vattnet.	2.6
main-captions	images	En närbild av en katt på en kräm soffa.	En siamesisk katt som vilar på en vit soffa.	3.4
main-captions	images	En person hoppar en cykel och utför ett trick.	En person som rider på en smutscykel utomhus.	2.25
main-captions	images	En gul skolbuss parkeras på landsbygden.	En gul skolbuss som parkeras i ett fält.	4.0
main-captions	images	En mopshund vettar på en gul stol bredvid en grön dumpster.	En bulldogg som sitter på en gul stol bredvid en stor avfallsbehållare.	3.2
main-captions	images	Kvinnan sitter på den röda motorcykeln.	De vita fåren står på den gröna kullen.	0.0
main-captions	images	Ett får som står på en tabell på auktion.	Ulliga får på auktionshuset.	4.2
main-captions	images	En närbild av en svart tågmotor.	Närbild av ett vitt får med ett svart huvud.	0.0
main-captions	images	En orange och vit katt som sover på en läderstol.	En orange och vit katt som lägger på en filt i en svart skinnstol.	4.0
main-captions	images	ett tåg rider på sina spår.	Tåget kommer ner på spåret, mellan två rader med träd.	3.0
main-captions	images	Svartvit ko som står i gräs- fält.	En svartvit hornig ko som står i ett fält.	3.8
main-captions	images	En röd United-buss med dubbeldäckare på en stadsgata.	En dubbel däckbuss kör på en stadsgata.	4.0
main-captions	images	TV och skrivbord på hotellrum med lampbelysning.	En TV och en bärbar dator finns på ett hotellrum.	2.6
main-captions	images	En man som rider på en liten cykel.	En man gör en wheelie på en cykel.	2.8
main-captions	images	En kvinna som bär en marin klänning klipper en kaka på ett vitt bord.	En person som bär en hjälm sitter på en cykel på en solig dag.	0.4
main-captions	images	Ett svart tåg rör sig nerför spåren.	Ett tåg som kör nerför spåren.	4.0
main-captions	images	En närbild av en vit och lila motorcykel.	En närbild av ett skrivbord med en dator och papper på det.	1.0
main-captions	images	En ung flicka som rider en brun häst.	En kvinna i att rida på en brun häst.	3.8
main-captions	images	Två kvinnor i köket som ser ett objekt.	Tre män i kostymer som sitter vid ett bord.	0.0
main-captions	images	Två kvinnor som poserar med en bebis.	En kvinna poserar med en baby.	2.2
main-captions	images	En grupp människor som sitter runt ett bord som innehåller mat.	Fyra personer sitter runt ett vardagsrum med. Mellanmål.	2.8
main-captions	images	En blå motorcykel parkeras på trottoaren.	En blå moped parkerad på trottoaren.	4.0
main-captions	images	En röd dubbel däckbuss på en stadsgata.	En röd dubbeldäckbuss som kör ner en gata.	4.8
main-captions	images	Två tåg inom en tågstation.	Tåget sitter vid tågstationen.	2.4
main-captions	images	En man som rider på en vit häst.	En kvinna med en vit häst.	2.2
main-captions	images	En man och två kvinnor som ler mot kameran medan de sitter på en blå soffa.	En man och kvinnor som ler mot kameran, medan de står i ett kök.	2.2
main-captions	images	Ett stort kryssningsfartyg i hamn med träd bakom.	Ett kryssningsfartyg dockade vid en kust.	3.4
main-captions	images	Två kor som korsar en vägkorsning.	Två kor korsar en stenlagd gata.	3.8
main-captions	images	Flera kor betar på medianen vid vägen.	Fem kor som betar på en gräsplatta mellan två vägar.	4.0
main-captions	images	En svart ko och en brun ko står i en slätt framför ett utrotat träd.	En svart ko och en brun ko som står framför en liten mass av träd i ett fält.	4.2
main-captions	images	Röd dubbel däckbuss som kör ner gatan.	En dubbel däckbuss på en stadsgata.	3.6
main-captions	images	Solbrun ko med öronmärken på ett gräs- fält.	Person i gräsfält som tenderar att få.	1.2
main-captions	images	En närbild av den främre änden av en lila och vit motorcykel.	Närbild på baksidan av en röd sportbil.	1.2
main-captions	images	Två kvinnor som shoppar i en klädaffär.	Två kvinnor i en klädaffär.	4.6
main-captions	images	En grupp människor som sitter vid ett restaurangbord.	Grupp människor som sitter vid bordet av restaurangen.	4.6
main-captions	images	En närbild av ett brunt hästhuvud.	En närbild av en gul skolbuss.	0.0
main-captions	images	En person i ett rött lock som står bredvid en tegelstödstråle.	En brun häst står på gräset och skurar.	0.0
main-captions	images	Ett vik föl går bredvid sin mamma i ett gräsmark.	Närbild av ung häst som går bredvid en större häst.	2.6
main-captions	images	En kvinna som står bredvid en brun ko.	En kvinna i glas står bredvid en ko i ett fält.	3.8
main-captions	images	En hund toppar ut baksidan av en lastbil.	En hund kikar ut på baksidan av en skåpbil.	3.6
